Episode,Avg_Reward,Min_Reward,Max_Reward
0,22.19,8.0,115.0
500,22.964,8.0,85.0
1000,23.474,8.0,80.0
1500,23.206,8.0,79.0
2000,24.66,8.0,129.0
2500,27.056,9.0,111.0
3000,28.754,9.0,116.0
3500,28.33,9.0,110.0
4000,28.634,9.0,111.0
4500,31.188,9.0,128.0
5000,33.33,9.0,158.0
5500,35.812,8.0,194.0
6000,37.618,9.0,161.0
6500,37.318,8.0,168.0
7000,40.694,8.0,174.0
7500,42.576,9.0,249.0
8000,44.558,9.0,223.0
8500,47.016,10.0,146.0
9000,48.482,9.0,210.0
9500,51.93,9.0,234.0
10000,57.03,9.0,226.0
10500,56.718,9.0,288.0
11000,65.134,9.0,294.0
11500,64.02,10.0,286.0
12000,69.942,8.0,315.0
12500,71.392,9.0,273.0
13000,77.062,11.0,307.0
13500,84.854,10.0,387.0
14000,87.174,11.0,278.0
14500,87.996,9.0,378.0
15000,93.318,10.0,348.0
15500,103.128,10.0,442.0
16000,101.49,10.0,500.0
16500,116.352,11.0,467.0
17000,116.01,11.0,360.0
17500,121.91,10.0,500.0
18000,130.276,11.0,500.0
18500,141.336,9.0,500.0
19000,141.006,9.0,500.0
19500,164.6,11.0,500.0
20000,175.402,9.0,500.0
20500,176.676,10.0,500.0
21000,207.652,13.0,500.0
21500,200.706,12.0,500.0
22000,226.084,11.0,500.0
22500,225.466,9.0,500.0
23000,230.624,12.0,500.0
23500,246.09,12.0,500.0
24000,258.842,11.0,500.0
24500,254.598,13.0,500.0
25000,284.538,11.0,500.0
25500,260.61,10.0,500.0
26000,311.24,12.0,500.0
26500,314.992,10.0,500.0
27000,300.434,11.0,500.0
27500,335.552,19.0,500.0
28000,342.072,92.0,500.0
28500,341.752,20.0,500.0
29000,323.674,27.0,500.0
29500,360.98,14.0,500.0
30000,354.358,11.0,500.0
30500,290.388,17.0,500.0
31000,351.834,15.0,500.0
31500,281.932,31.0,500.0
32000,271.87,20.0,500.0
32500,369.934,23.0,500.0
33000,412.854,17.0,500.0
33500,374.982,16.0,500.0
34000,382.194,145.0,500.0
34500,297.644,52.0,500.0
35000,286.12,64.0,500.0
35500,321.076,13.0,500.0
36000,304.618,12.0,500.0
36500,355.934,18.0,500.0
37000,248.686,34.0,500.0
37500,240.566,16.0,500.0
38000,255.894,14.0,500.0
38500,283.46,25.0,500.0
39000,347.81,20.0,500.0
39500,307.478,55.0,500.0
40000,276.482,31.0,500.0
40500,298.394,14.0,500.0
41000,236.458,62.0,500.0
41500,259.9,46.0,500.0
42000,340.502,28.0,500.0
42500,341.278,13.0,500.0
43000,234.724,39.0,500.0
43500,256.17,34.0,500.0
44000,365.542,14.0,500.0
44500,274.834,16.0,500.0
45000,355.94,32.0,500.0
45500,330.304,11.0,500.0
46000,365.604,10.0,500.0
46500,266.946,79.0,500.0
47000,307.604,12.0,500.0
47500,365.418,14.0,500.0
48000,334.062,13.0,500.0
48500,375.372,11.0,500.0
49000,359.188,12.0,500.0
49500,340.918,20.0,500.0
