Episode,Avg_Reward,Min_Reward,Max_Reward
0,-200.0,-200.0,-200.0
500,-200.0,-200.0,-200.0
1000,-198.942,-200.0,-158.0
1500,-197.022,-200.0,-148.0
2000,-195.448,-200.0,-120.0
2500,-186.57,-200.0,-141.0
3000,-179.854,-200.0,-122.0
3500,-176.902,-200.0,-123.0
4000,-175.762,-200.0,-115.0
4500,-172.09,-200.0,-113.0
5000,-166.104,-200.0,-114.0
5500,-162.75,-200.0,-113.0
6000,-153.428,-200.0,-114.0
6500,-160.322,-200.0,-114.0
7000,-159.808,-200.0,-112.0
7500,-145.09,-200.0,-110.0
8000,-161.946,-200.0,-112.0
8500,-169.612,-200.0,-110.0
9000,-144.14,-200.0,-110.0
9500,-147.59,-200.0,-108.0
10000,-153.736,-200.0,-110.0
10500,-151.302,-200.0,-93.0
11000,-152.86,-200.0,-87.0
11500,-159.788,-200.0,-96.0
12000,-166.816,-200.0,-119.0
12500,-165.998,-200.0,-125.0
13000,-163.086,-200.0,-115.0
13500,-157.362,-200.0,-113.0
14000,-162.332,-200.0,-118.0
14500,-154.766,-200.0,-114.0
15000,-145.896,-200.0,-114.0
15500,-145.832,-200.0,-115.0
16000,-174.308,-200.0,-116.0
16500,-162.176,-200.0,-125.0
17000,-145.87,-200.0,-116.0
17500,-149.182,-200.0,-118.0
18000,-144.584,-195.0,-116.0
18500,-157.03,-200.0,-117.0
19000,-163.204,-200.0,-136.0
19500,-164.97,-200.0,-127.0
20000,-149.172,-200.0,-117.0
20500,-140.65,-179.0,-132.0
21000,-141.198,-159.0,-132.0
21500,-141.266,-158.0,-134.0
22000,-145.732,-200.0,-113.0
22500,-139.508,-200.0,-113.0
23000,-148.794,-184.0,-115.0
23500,-148.828,-200.0,-119.0
24000,-141.0,-178.0,-119.0
24500,-144.304,-200.0,-114.0
25000,-146.43,-200.0,-116.0
25500,-150.686,-200.0,-114.0
26000,-156.394,-200.0,-119.0
26500,-140.718,-200.0,-117.0
27000,-140.636,-200.0,-117.0
27500,-146.018,-200.0,-110.0
28000,-137.346,-164.0,-110.0
28500,-139.142,-200.0,-109.0
29000,-137.446,-200.0,-110.0
29500,-139.332,-200.0,-110.0
30000,-137.304,-166.0,-111.0
30500,-136.756,-156.0,-111.0
31000,-142.004,-200.0,-118.0
31500,-149.598,-200.0,-112.0
32000,-137.374,-200.0,-110.0
32500,-137.908,-200.0,-109.0
33000,-155.476,-200.0,-109.0
33500,-142.928,-200.0,-113.0
34000,-134.814,-200.0,-112.0
34500,-132.658,-185.0,-114.0
35000,-132.172,-186.0,-114.0
35500,-160.538,-200.0,-114.0
36000,-169.728,-200.0,-120.0
36500,-147.928,-200.0,-108.0
37000,-146.916,-200.0,-112.0
37500,-132.898,-165.0,-112.0
38000,-133.35,-159.0,-112.0
38500,-132.48,-160.0,-112.0
39000,-127.858,-170.0,-112.0
39500,-129.702,-175.0,-111.0
40000,-127.394,-155.0,-111.0
40500,-127.526,-154.0,-111.0
41000,-129.524,-172.0,-110.0
41500,-140.324,-200.0,-115.0
42000,-151.492,-200.0,-117.0
42500,-149.226,-200.0,-116.0
43000,-165.862,-200.0,-113.0
43500,-156.94,-200.0,-109.0
44000,-153.086,-200.0,-111.0
44500,-162.456,-200.0,-107.0
45000,-160.078,-200.0,-106.0
45500,-150.368,-200.0,-109.0
46000,-137.75,-200.0,-106.0
46500,-132.62,-195.0,-106.0
47000,-135.836,-184.0,-108.0
47500,-138.392,-200.0,-107.0
48000,-145.68,-200.0,-107.0
48500,-137.422,-200.0,-107.0
49000,-128.59,-200.0,-107.0
49500,-136.726,-194.0,-112.0
