Episode,Reward,Epsilon
0,-200.0,1.4382680904800738
1,-200.0,0.9111368343605689
2,-200.0,0.7241340452400369
3,-200.0,0.6251215852140157
4,-200.0,0.5625295202857348
5,-200.0,0.5187593589460532
6,-200.0,0.48608936349335796
7,-200.0,0.46056841718028446
8,-200.0,0.43995153708421925
9,-200.0,0.4228620675100038
10,-200.0,0.40840530833802624
11,-200.0,0.39597253279876726
12,-200.0,0.3851339498730517
13,-200.0,0.3755766793381665
14,-200.0,0.36706702262001845
15,-200.0,0.35942656262611355
16,-200.0,0.3525164936985817
17,-200.0,0.34622703917615755
18,-200.0,0.34047011868838073
19,-200.0,0.3351741513655206
20,-200.0,0.3302802986171858
21,-200.0,0.325739699014763
22,-200.0,0.3215114006396836
23,-200.0,0.31756079260700787
24,-200.0,0.3138583996658335
25,-200.0,0.31037894478685635
26,-200.0,0.30710061221540896
27,-200.0,0.3040044623296364
28,-200.0,0.301073962757254
29,-200.0,0.2982946094577628
30,-200.0,0.29565361809601476
31,-200.0,0.2931396708276476
32,-200.0,0.29074270713082007
33,-200.0,0.2884537499221011
34,-200.0,0.2862647601428674
35,-200.0,0.2841685144747688
36,-200.0,0.28215850196506864
37,-200.0,0.2802288362053034
38,-200.0,0.2783741803749986
39,-200.0,0.2765896829837471
40,-200.0,0.27487092255486345
41,-200.0,0.27321385981810353
42,-200.0,0.271614796237081
43,-200.0,0.2700703379037244
44,-200.0,0.268577363998582
45,-200.0,0.26713299915054883
46,-200.0,0.26573458913925546
47,-200.0,0.2643796794730266
48,-200.0,0.26306599644897816
49,-200.0,0.26179143036260183
50,-200.0,0.2605540205845437
51,-200.0,0.2593519422641827
52,-200.0,0.25818349445460687
53,-200.0,0.2570470894829197
54,-200.0,0.25594124341448443
55,-200.0,0.25486456748055086
56,-200.0,0.2538157603563495
57,-200.0,0.2527936011917321
58,-200.0,0.2517969433092126
59,-200.0,0.25082470849518196
60,-200.0,0.2498758818194343
61,-200.0,0.2489495069261823
62,-200.0,0.24804468174667899
63,-200.0,0.2471605545895484
64,-200.0,0.2462963205701201
65,-200.0,0.24545121834456424
66,-200.0,0.24462452711854474
67,-200.0,0.24381556390352702
68,-200.0,0.24302368099686297
69,-200.0,0.24224826366439448
70,-200.0,0.24148872800661186
71,-200.0,0.24074451899142418
72,-200.0,0.24001510863837622
73,-200.0,0.2392999943407196
74,-200.0,0.23859869731313108
75,-200.0,0.2379107611541047
76,-200.0,0.2372357505131329
77,-200.0,0.23657324985376332
78,-200.0,0.23592286230448203
79,-200.0,0.23528420859014224
80,-200.0,0.23465692603734728
81,-200.0,0.234040667647809
82,-200.0,0.2334351012342565
83,-200.0,0.23283990861396076
84,-200.0,0.23225478485538745
85,-200.0,0.23167943757388612
86,-200.0,0.231113586272686
87,-200.0,0.2305569617257899
88,-200.0,0.2300093053996523
89,-200.0,0.22947036891079065
90,-200.0,0.22893991351671794
91,-200.0,0.22841770963780278
92,-200.0,0.22790353640785732
93,-200.0,0.2273971812514341
94,-200.0,0.2268984394859737
95,-200.0,0.22640711394709326
96,-200.0,0.22592301463543948
97,-200.0,0.22544595838365417
98,-200.0,0.22497576854210963
99,-200.0,0.22451227468217635
100,-200.0,0.22405531231587597
101,-200.0,0.22360472263086048
102,-200.0,0.22316035223973618
103,-200.0,0.22272205294282135
104,-200.0,0.22228968150349546
105,-200.0,0.2218630994353557
