Episode,Reward,Epsilon
0,-200.0,1.0
1,-200.0,0.996710854181202
2,-200.0,0.9934432743890325
3,-200.0,0.9901970492127933
4,-200.0,0.986971969996052
5,-200.0,0.9837678307919332
6,-200.0,0.9805844283192783
7,-200.0,0.977421561919656
8,-200.0,0.9742790335151987
9,-200.0,0.9711566475672525
10,-200.0,0.9680542110358181
11,-200.0,0.9649715333397665
12,-200.0,0.9619084263178145
13,-200.0,0.9588647041902388
14,-200.0,0.9558401835213152
15,-200.0,0.9528346831824678
16,-200.0,0.9498480243161095
17,-200.0,0.9468800303001609
18,-200.0,0.943930526713234
19,-200.0,0.9409993413004611
20,-200.0,0.9380863039399624
21,-200.0,0.9351912466099318
22,-200.0,0.9323140033563304
23,-200.0,0.9294544102611766
24,-200.0,0.9266123054114159
25,-200.0,0.9237875288683602
26,-200.0,0.9209799226376865
27,-200.0,0.918189330639978
28,-200.0,0.9154155986818016
29,-200.0,0.9126585744273068
30,-200.0,0.9099181073703367
31,-200.0,0.9071940488070398
32,-200.0,0.9044862518089726
33,-200.0,0.9017945711966814
34,-200.0,0.8991188635137565
35,-200.0,0.8964589870013447
36,-200.0,0.893814801573114
37,-200.0,0.8911861687906603
38,-200.0,0.888572951839346
39,-200.0,0.8859750155045627
40,-200.0,0.8833922261484098
41,-200.0,0.8808244516867788
42,-200.0,0.8782715615668364
43,-200.0,0.875733426744899
44,-200.0,0.8732099196646874
45,-200.0,0.8707009142359599
46,-200.0,0.8682062858135093
47,-200.0,0.8657259111765215
48,-200.0,0.8632596685082874
49,-200.0,0.860807437376259
50,-200.0,0.8583690987124464
51,-200.0,0.8559445347941455
52,-200.0,0.8535336292249914
53,-200.0,0.8511362669163333
54,-200.0,0.8487523340689187
55,-200.0,0.8463817181548878
56,-200.0,0.8440243079000674
57,-200.0,0.8416799932665601
58,-200.0,0.8393486654356219
59,-200.0,0.8370302167908261
60,-200.0,0.8347245409015025
61,-200.0,0.8324315325064513
62,-200.0,0.8301510874979245
63,-200.0,0.8278831029058697
64,-200.0,0.8256274768824307
65,-200.0,0.8233841086867024
66,-200.0,0.8211528986697323
67,-200.0,0.8189337482597657
68,-200.0,0.8167265599477296
69,-200.0,0.8145312372729494
70,-200.0,0.8123476848090982
71,-200.0,0.8101758081503687
72,-200.0,0.8080155138978669
73,-200.0,0.8058667096462245
74,-200.0,0.8037293039704227
75,-200.0,0.8016032064128256
76,-200.0,0.799488327470419
77,-200.0,0.7973845785822502
78,-200.0,0.7952918721170669
79,-200.0,0.7932101213611487
80,-200.0,0.7911392405063291
81,-200.0,0.7890791446382072
82,-200.0,0.7870297497245397
83,-200.0,0.784990972603815
84,-200.0,0.7829627309740056
85,-200.0,0.7809449433814917
86,-200.0,0.7789375292101574
87,-200.0,0.7769404086706548
88,-200.0,0.7749535027898327
89,-200.0,0.7729767334003246
90,-200.0,0.7710100231303008
91,-200.0,0.7690532953933708
92,-200.0,0.7671064743786439
93,-200.0,0.7651694850409366
94,-200.0,0.7632422530911311
95,-200.0,0.7613247049866769
96,-200.0,0.7594167679222358
97,-200.0,0.7575183698204682
98,-200.0,0.7556294393229561
99,-200.0,0.7537499057812618
100,-200.0,0.7518796992481203
101,-200.0,0.7500187504687618
102,-200.0,0.7481669908723627
103,-200.0,0.7463243525636241
104,-200.0,0.7444907683144729
105,-200.0,0.7426661715558857
106,-200.0,0.7408504963698325
107,-200.0,0.7390436774813391
108,-200.0,0.7372456502506635
109,-200.0,0.7354563506655879
110,-200.0,0.7336757153338225
111,-200.0,0.7319036814755178
112,-200.0,0.7301401869158879
113,-200.0,0.7283851700779372
114,-200.0,0.7266385699752944
115,-200.0,0.7249003262051468
116,-200.0,0.7231703789412786
117,-200.0,0.7214486689272059
118,-200.0,0.7197351374694113
119,-200.0,0.7180297264306742
120,-200.0,0.7163323782234957
121,-200.0,0.7146430358036161
122,-200.0,0.7129616426636247
123,-200.0,0.7112881428266591
124,-200.0,0.709622480840193
125,-200.0,0.7079646017699115
126,-200.0,0.7063144511936714
127,-200.0,0.7046719751955465
128,-200.0,0.7030371203599549
129,-200.0,0.7014098337658694
130,-200.0,0.6997900629811057
131,-200.0,0.698177756056692
132,-200.0,0.6965728615213151
133,-200.0,0.6949753283758426
134,-200.0,0.6933851060879213
135,-200.0,0.6918021445866482
136,-200.0,0.6902263942573165
137,-200.0,0.6886578059362303
138,-200.0,0.687096330905593
139,-200.0,0.6855419208884623
140,-200.0,0.6839945280437757
141,-200.0,0.6824541049614413
142,-200.0,0.6809206046574969
143,-200.0,0.6793939805693322
144,-200.0,0.6778741865509761
145,-200.0,0.6763611768684478
146,-200.0,0.6748549061951681
147,-200.0,0.6733553296074338
148,-200.0,0.6718624025799517
149,-200.0,0.6703760809814305
150,-200.0,0.6688963210702341
151,-200.0,0.6674230794900888
152,-200.0,0.6659563132658497
153,-200.0,0.6644959797993222
154,-200.0,0.6630420368651373
155,-200.0,0.6615944426066822
156,-200.0,0.6601531555320834
157,-200.0,0.6587181345102431
158,-200.0,0.6572893387669253
159,-200.0,0.6558667278808946
160,-200.0,0.6544502617801047
161,-200.0,0.6530399007379352
162,-200.0,0.6516356053694774
163,-200.0,0.6502373366278692
164,-200.0,0.6488450558006749
165,-200.0,0.6474587245063127
166,-200.0,0.6460783046905285
167,-200.0,0.6447037586229128
168,-200.0,0.6433350488934637
169,-200.0,0.641972138409193
170,-200.0,0.6406149903907752
171,-200.0,0.6392635683692386
172,-200.0,0.6379178361826996
173,-200.0,0.6365777579731364
174,-200.0,0.6352432981832041
175,-200.0,0.6339144215530903
176,-200.0,0.6325910931174089
177,-200.0,0.6312732782021337
178,-200.0,0.6299609424215699
179,-200.0,0.628654051675363
180,-200.0,0.6273525721455459
181,-200.0,0.6260564702936205
182,-200.0,0.6247657128576783
183,-200.0,0.6234802668495543
184,-200.0,0.6222000995520159
185,-200.0,0.6209251785159888
186,-200.0,0.6196554715578139
187,-200.0,0.6183909467565395
188,-200.0,0.6171315724512466
189,-200.0,0.6158773172384061
190,-200.0,0.6146281499692686
191,-200.0,0.6133840397472857
192,-200.0,0.6121449559255632
193,-200.0,0.6109108681043436
194,-200.0,0.6096817461285209
195,-200.0,0.608457560085184
196,-200.0,0.6072382803011902
197,-200.0,0.6060238773407672
198,-200.0,0.604814322003145
199,-200.0,0.6036095853202149
200,-200.0,0.6024096385542168
201,-200.0,0.6012144531954549
202,-200.0,0.6000240009600385
203,-200.0,0.5988382537876519
204,-200.0,0.5976571838393497
205,-200.0,0.5964807634953773
206,-200.0,0.5953089653530182
207,-200.0,0.5941417622244668
208,-200.0,0.5929791271347249
209,-200.0,0.5918210333195242
210,-200.0,0.5906674542232723
211,-200.0,0.5895183634970229
212,-200.0,0.5883737349964697
213,-200.0,0.5872335427799635
214,-200.0,0.5860977611065525
215,-200.0,0.584966364434045
216,-200.0,0.5838393274170948
