Episode,Avg_Reward,Min_Reward,Max_Reward
0,-200.0,-200.0,-200.0
500,-199.908,-200.0,-154.0
1000,-199.942,-200.0,-171.0
1500,-199.966,-200.0,-183.0
2000,-195.302,-200.0,-156.0
2500,-173.206,-200.0,-93.0
3000,-176.218,-200.0,-87.0
3500,-163.986,-200.0,-84.0
4000,-158.456,-200.0,-87.0
4500,-149.632,-200.0,-89.0
5000,-137.93,-200.0,-86.0
5500,-135.666,-200.0,-85.0
6000,-143.46,-200.0,-85.0
6500,-143.132,-200.0,-86.0
7000,-142.432,-200.0,-92.0
7500,-130.048,-200.0,-87.0
8000,-135.272,-200.0,-86.0
8500,-141.22,-200.0,-89.0
9000,-141.668,-200.0,-87.0
9500,-131.47,-200.0,-88.0
10000,-145.226,-200.0,-86.0
10500,-149.474,-200.0,-88.0
11000,-148.13,-200.0,-89.0
11500,-151.09,-200.0,-91.0
12000,-146.2,-200.0,-90.0
12500,-153.424,-200.0,-89.0
13000,-152.146,-200.0,-91.0
13500,-148.656,-200.0,-105.0
14000,-140.602,-200.0,-92.0
14500,-135.246,-200.0,-89.0
15000,-142.516,-200.0,-88.0
15500,-145.566,-200.0,-87.0
16000,-146.484,-200.0,-92.0
16500,-146.148,-200.0,-92.0
17000,-162.656,-200.0,-102.0
17500,-153.348,-200.0,-95.0
18000,-155.456,-200.0,-89.0
18500,-162.018,-200.0,-94.0
19000,-165.062,-200.0,-93.0
19500,-149.644,-200.0,-91.0
20000,-146.58,-200.0,-98.0
20500,-153.926,-200.0,-93.0
21000,-134.988,-200.0,-86.0
21500,-140.708,-200.0,-90.0
22000,-124.542,-200.0,-86.0
22500,-132.168,-200.0,-88.0
23000,-130.222,-200.0,-86.0
23500,-137.084,-200.0,-86.0
24000,-136.112,-200.0,-84.0
24500,-135.526,-200.0,-86.0
25000,-126.406,-200.0,-84.0
25500,-124.734,-200.0,-86.0
26000,-132.896,-200.0,-85.0
26500,-138.454,-200.0,-87.0
27000,-137.098,-200.0,-87.0
27500,-152.562,-200.0,-85.0
28000,-137.754,-200.0,-85.0
28500,-132.46,-200.0,-86.0
29000,-136.074,-200.0,-86.0
29500,-133.056,-200.0,-84.0
30000,-130.07,-200.0,-83.0
30500,-124.062,-200.0,-83.0
31000,-127.418,-200.0,-86.0
31500,-130.412,-200.0,-87.0
32000,-129.854,-200.0,-83.0
32500,-129.648,-200.0,-85.0
33000,-130.372,-200.0,-85.0
33500,-131.004,-200.0,-86.0
34000,-128.816,-200.0,-85.0
34500,-126.592,-200.0,-86.0
35000,-130.104,-200.0,-84.0
35500,-128.39,-200.0,-86.0
36000,-134.402,-200.0,-86.0
36500,-133.906,-200.0,-86.0
37000,-130.028,-200.0,-84.0
37500,-133.796,-200.0,-88.0
38000,-129.008,-200.0,-85.0
38500,-129.458,-200.0,-85.0
39000,-128.404,-200.0,-85.0
39500,-137.896,-200.0,-86.0
40000,-142.224,-200.0,-85.0
40500,-143.794,-200.0,-84.0
41000,-136.608,-200.0,-87.0
41500,-131.7,-200.0,-85.0
42000,-128.776,-200.0,-84.0
42500,-132.206,-200.0,-83.0
43000,-131.264,-200.0,-85.0
43500,-126.626,-200.0,-85.0
44000,-130.656,-200.0,-88.0
44500,-129.966,-200.0,-85.0
45000,-126.976,-200.0,-84.0
45500,-128.472,-200.0,-84.0
46000,-122.672,-200.0,-86.0
46500,-137.77,-200.0,-86.0
47000,-150.798,-200.0,-97.0
47500,-151.236,-200.0,-86.0
48000,-158.426,-200.0,-87.0
48500,-159.696,-200.0,-88.0
49000,-152.04,-200.0,-84.0
49500,-122.326,-200.0,-85.0
