Episode,Avg_Reward,Min_Reward,Max_Reward
0,-200.0,-200.0,-200.0
500,-200.0,-200.0,-200.0
1000,-199.872,-200.0,-152.0
1500,-200.0,-200.0,-200.0
2000,-174.742,-200.0,-106.0
2500,-171.794,-200.0,-91.0
3000,-142.744,-200.0,-85.0
3500,-144.072,-200.0,-84.0
4000,-141.31,-200.0,-86.0
4500,-133.518,-200.0,-85.0
5000,-134.368,-187.0,-83.0
5500,-135.896,-200.0,-84.0
6000,-135.768,-200.0,-83.0
6500,-136.952,-200.0,-84.0
7000,-143.984,-200.0,-86.0
7500,-151.316,-200.0,-87.0
8000,-144.428,-200.0,-84.0
8500,-134.508,-200.0,-84.0
9000,-123.256,-200.0,-83.0
9500,-127.59,-200.0,-84.0
10000,-141.62,-200.0,-83.0
10500,-139.616,-200.0,-84.0
11000,-142.984,-200.0,-84.0
11500,-133.014,-200.0,-84.0
12000,-116.578,-200.0,-83.0
12500,-123.408,-200.0,-84.0
13000,-109.166,-200.0,-85.0
13500,-117.244,-200.0,-84.0
14000,-106.09,-200.0,-84.0
14500,-105.716,-200.0,-83.0
15000,-110.422,-200.0,-83.0
15500,-104.97,-200.0,-83.0
16000,-109.178,-200.0,-83.0
16500,-108.684,-200.0,-83.0
17000,-106.972,-200.0,-83.0
17500,-111.604,-200.0,-83.0
18000,-130.612,-200.0,-83.0
18500,-115.264,-200.0,-84.0
19000,-117.796,-200.0,-83.0
19500,-125.582,-200.0,-83.0
20000,-133.828,-200.0,-83.0
20500,-133.498,-200.0,-85.0
21000,-134.792,-200.0,-85.0
21500,-131.15,-200.0,-84.0
22000,-128.142,-200.0,-84.0
22500,-131.31,-200.0,-84.0
23000,-128.224,-200.0,-83.0
23500,-134.074,-200.0,-83.0
24000,-139.214,-200.0,-86.0
24500,-141.07,-200.0,-83.0
25000,-137.586,-190.0,-84.0
25500,-134.096,-200.0,-85.0
26000,-136.636,-200.0,-84.0
26500,-131.676,-200.0,-84.0
27000,-128.43,-200.0,-83.0
27500,-127.686,-176.0,-83.0
28000,-130.414,-200.0,-84.0
28500,-129.608,-167.0,-84.0
29000,-122.718,-181.0,-83.0
29500,-106.646,-170.0,-83.0
30000,-108.862,-189.0,-83.0
30500,-111.84,-179.0,-83.0
31000,-109.08,-185.0,-83.0
31500,-110.376,-200.0,-84.0
32000,-114.842,-200.0,-83.0
32500,-125.554,-190.0,-84.0
33000,-125.602,-200.0,-84.0
33500,-121.142,-200.0,-84.0
34000,-123.234,-200.0,-85.0
34500,-113.918,-200.0,-84.0
35000,-116.646,-200.0,-84.0
35500,-115.594,-200.0,-83.0
36000,-116.976,-200.0,-84.0
36500,-139.314,-200.0,-84.0
37000,-115.928,-200.0,-85.0
37500,-118.946,-200.0,-83.0
38000,-137.692,-200.0,-87.0
38500,-113.756,-200.0,-83.0
39000,-104.376,-169.0,-83.0
39500,-108.218,-200.0,-83.0
40000,-135.558,-200.0,-83.0
40500,-124.798,-200.0,-83.0
41000,-131.01,-200.0,-83.0
41500,-153.566,-200.0,-87.0
42000,-153.662,-200.0,-84.0
42500,-164.85,-200.0,-85.0
43000,-144.77,-200.0,-86.0
43500,-142.568,-200.0,-85.0
44000,-137.65,-200.0,-84.0
44500,-129.254,-200.0,-85.0
45000,-134.364,-200.0,-86.0
45500,-139.99,-200.0,-84.0
46000,-135.168,-200.0,-84.0
46500,-131.16,-200.0,-84.0
47000,-136.214,-200.0,-86.0
47500,-114.942,-179.0,-87.0
48000,-120.684,-200.0,-86.0
48500,-128.696,-200.0,-88.0
49000,-119.762,-200.0,-85.0
49500,-123.536,-200.0,-85.0
