Episode,Reward,Epsilon
1,14.0,1.0
2,26.0,0.9999999972858588
3,35.0,0.9999999891434352
4,12.0,0.9999999755727292
5,17.0,0.9999999565737413
6,17.0,0.9999999321464713
7,36.0,0.9999999022909196
8,13.0,0.9999998670070867
9,22.0,0.9999998262949727
10,21.0,0.9999997801545782
11,24.0,0.9999997285859038
12,12.0,0.9999996715889499
13,9.0,0.9999996091637172
14,37.0,0.9999995413102063
15,22.0,0.9999994680284181
16,19.0,0.9999993893183532
17,8.0,0.9999993051800128
18,16.0,0.9999992156133973
19,13.0,0.9999991206185082
20,19.0,0.9999990201953463
21,15.0,0.9999989143439129
22,32.0,0.9999988030642086
23,13.0,0.9999986863562352
24,33.0,0.9999985642199939
25,20.0,0.9999984366554858
26,13.0,0.9999983036627125
27,11.0,0.9999981652416753
28,28.0,0.9999980213923758
29,15.0,0.9999978721148156
30,34.0,0.9999977174089963
31,21.0,0.9999975572749199
32,9.0,0.9999973917125875
33,18.0,0.9999972207220015
34,16.0,0.9999970443031634
35,13.0,0.9999968624560754
36,38.0,0.9999966751807394
37,20.0,0.9999964824771573
38,36.0,0.9999962843453316
39,21.0,0.9999960807852641
40,14.0,0.9999958717969573
41,11.0,0.9999956573804131
42,13.0,0.9999954375356342
43,42.0,0.999995212262623
44,29.0,0.9999949815613819
45,22.0,0.9999947454319134
46,21.0,0.9999945038742201
47,12.0,0.9999942568883046
48,16.0,0.9999940044741696
49,11.0,0.9999937466318181
50,13.0,0.9999934833612526
51,13.0,0.9999932146624763
52,13.0,0.9999929405354918
53,16.0,0.9999926609803026
54,23.0,0.9999923759969112
55,27.0,0.999992085585321
56,20.0,0.9999917897455354
57,24.0,0.9999914884775573
58,17.0,0.99999118178139
59,11.0,0.9999908696570371
60,12.0,0.9999905521045019
61,26.0,0.9999902291237878
62,11.0,0.9999899007148986
63,27.0,0.9999895668778377
64,29.0,0.9999892276126088
65,41.0,0.9999888829192155
66,18.0,0.9999885327976618
67,29.0,0.9999881772479513
68,17.0,0.9999878162700881
69,13.0,0.9999874498640762
70,55.0,0.9999870780299195
71,16.0,0.999986700767622
72,13.0,0.9999863180771881
73,30.0,0.9999859299586217
74,17.0,0.9999855364119269
75,12.0,0.9999851374371087
76,12.0,0.9999847330341709
77,49.0,0.9999843232031183
78,71.0,0.9999839079439549
79,44.0,0.9999834872566857
80,18.0,0.9999830611413152
81,43.0,0.999982629597848
82,15.0,0.9999821926262887
83,22.0,0.9999817502266425
84,31.0,0.9999813023989139
85,16.0,0.9999808491431081
86,16.0,0.9999803904592296
87,17.0,0.999979926347284
88,17.0,0.9999794568072761
89,21.0,0.9999789818392109
90,34.0,0.9999785014430939
91,17.0,0.9999780156189302
92,27.0,0.9999775243667252
93,25.0,0.9999770276864842
94,15.0,0.9999765255782127
95,19.0,0.9999760180419162
96,18.0,0.9999755050776004
97,35.0,0.9999749866852706
98,11.0,0.9999744628649329
99,9.0,0.9999739336165927
100,14.0,0.9999733989402559
101,24.0,0.9999728588359285
102,16.0,0.9999723133036162
103,19.0,0.9999717623433253
104,13.0,0.9999712059550615
105,30.0,0.999970644138831
106,47.0,0.9999700768946402
107,28.0,0.9999695042224951
108,11.0,0.9999689261224018
109,15.0,0.999968342594367
110,39.0,0.999967753638397
111,11.0,0.999967159254498
112,15.0,0.9999665594426769
113,58.0,0.99996595420294
114,12.0,0.9999653435352941
115,16.0,0.9999647274397458
116,27.0,0.9999641059163019
117,39.0,0.9999634789649692
118,34.0,0.9999628465857546
119,22.0,0.999962208778665
120,28.0,0.9999615655437074
121,14.0,0.9999609168808891
122,24.0,0.9999602627902167
123,37.0,0.9999596032716976
124,19.0,0.9999589383253392
125,25.0,0.9999582679511488
126,41.0,0.9999575921491335
127,29.0,0.9999569109193008
128,18.0,0.9999562242616583
129,15.0,0.9999555321762135
130,15.0,0.9999548346629737
131,39.0,0.9999541317219469
132,13.0,0.9999534233531406
133,38.0,0.9999527095565629
134,29.0,0.9999519903322212
135,17.0,0.9999512656801236
136,18.0,0.999950535600278
137,17.0,0.9999498000926925
138,36.0,0.999949059157375
139,47.0,0.9999483127943337
140,14.0,0.9999475610035767
141,11.0,0.9999468037851126
142,42.0,0.9999460411389492
143,20.0,0.9999452730650954
144,27.0,0.999944499563559
145,10.0,0.999943720634349
146,23.0,0.9999429362774739
147,51.0,0.999942146492942
148,67.0,0.9999413512807621
149,18.0,0.9999405506409429
150,21.0,0.9999397445734932
151,16.0,0.999938933078422
152,12.0,0.999938116155738
153,13.0,0.9999372938054502
154,41.0,0.9999364660275676
155,12.0,0.9999356328220994
156,12.0,0.9999347941890545
157,29.0,0.9999339501284424
158,20.0,0.9999331006402723
159,17.0,0.9999322457245532
160,13.0,0.9999313853812947
161,17.0,0.9999305196105063
162,11.0,0.9999296484121974
163,15.0,0.9999287717863776
164,21.0,0.9999278897330565
165,19.0,0.9999270022522438
166,10.0,0.9999261093439491
167,9.0,0.9999252110081823
168,11.0,0.9999243072449533
169,61.0,0.9999233980542719
170,22.0,0.9999224834361481
171,81.0,0.999921563390592
172,19.0,0.9999206379176135
173,24.0,0.999919707017223
174,19.0,0.9999187706894306
175,11.0,0.9999178289342466
176,38.0,0.9999168817516813
177,18.0,0.9999159291417449
178,14.0,0.9999149711044482
179,12.0,0.9999140076398015
180,54.0,0.9999130387478153
181,20.0,0.9999120644285004
182,13.0,0.9999110846818675
183,9.0,0.9999100995079271
184,32.0,0.9999091089066903
185,12.0,0.9999081128781676
186,10.0,0.9999071114223703
187,33.0,0.9999061045393092
188,16.0,0.9999050922289953
189,28.0,0.9999040744914399
190,15.0,0.999903051326654
191,12.0,0.9999020227346488
192,18.0,0.9999009887154354
193,17.0,0.9998999492690256
194,14.0,0.9998989043954306
195,26.0,0.9998978540946618
196,20.0,0.9998967983667306
197,17.0,0.9998957372116488
198,10.0,0.999894670629428
199,16.0,0.9998935986200798
200,13.0,0.999892521183616
201,13.0,0.9998914383200486
202,22.0,0.999890350029389
203,18.0,0.9998892563116496
204,21.0,0.9998881571668422
205,10.0,0.9998870525949789
206,22.0,0.9998859425960718
207,17.0,0.9998848271701329
208,17.0,0.9998837063171748
209,18.0,0.9998825800372095
210,11.0,0.9998814483302495
211,17.0,0.9998803111963072
212,13.0,0.9998791686353949
213,31.0,0.9998780206475252
214,15.0,0.9998768672327109
215,50.0,0.9998757083909643
216,15.0,0.9998745441222983
217,24.0,0.9998733744267259
218,15.0,0.9998721993042594
219,28.0,0.9998710187549121
220,37.0,0.9998698327786969
221,28.0,0.9998686413756267
222,72.0,0.9998674445457145
223,34.0,0.9998662422889736
224,35.0,0.9998650346054171
225,21.0,0.9998638214950583
226,8.0,0.9998626029579103
227,44.0,0.9998613789939867
228,15.0,0.9998601496033007
229,35.0,0.9998589147858661
230,20.0,0.9998576745416962
231,10.0,0.9998564288708047
232,28.0,0.9998551777732051
233,15.0,0.9998539212489113
234,23.0,0.999852659297937
235,17.0,0.999851391920296
236,8.0,0.9998501191160024
237,18.0,0.99984884088507
238,11.0,0.9998475572275127
239,23.0,0.9998462681433449
240,16.0,0.9998449736325804
241,13.0,0.9998436736952335
242,55.0,0.9998423683313186
243,35.0,0.9998410575408497
244,10.0,0.9998397413238417
245,15.0,0.9998384196803085
246,27.0,0.9998370926102649
247,36.0,0.9998357601137253
248,26.0,0.9998344221907045
249,68.0,0.999833078841217
250,15.0,0.9998317300652775
251,33.0,0.9998303758629008
252,10.0,0.999829016234102
253,11.0,0.9998276511788957
254,22.0,0.9998262806972971
255,13.0,0.9998249047893211
256,15.0,0.9998235234549828
257,22.0,0.9998221366942974
258,17.0,0.9998207445072801
259,17.0,0.999819346893946
260,18.0,0.9998179438543107
261,17.0,0.9998165353883893
262,14.0,0.9998151214961977
263,39.0,0.9998137021777508
264,12.0,0.9998122774330647
265,17.0,0.9998108472621546
266,17.0,0.9998094116650366
267,18.0,0.9998079706417259
268,13.0,0.9998065241922389
269,19.0,0.999805072316591
270,30.0,0.9998036150147984
271,17.0,0.999802152286877
272,17.0,0.9998006841328428
273,37.0,0.9997992105527118
274,17.0,0.9997977315465005
275,24.0,0.9997962471142249
276,24.0,0.9997947572559012
277,13.0,0.9997932619715458
278,19.0,0.9997917612611752
279,45.0,0.9997902551248057
280,26.0,0.9997887435624538
281,11.0,0.9997872265741363
282,23.0,0.9997857041598698
283,22.0,0.9997841763196706
284,19.0,0.9997826430535561
285,23.0,0.9997811043615427
286,20.0,0.9997795602436472
287,15.0,0.9997780106998868
288,11.0,0.9997764557302783
289,13.0,0.9997748953348388
290,12.0,0.9997733295135856
291,17.0,0.9997717582665354
292,42.0,0.9997701815937059
293,27.0,0.9997685994951143
294,31.0,0.9997670119707778
295,11.0,0.9997654190207139
296,25.0,0.99976382064494
297,21.0,0.9997622168434738
298,14.0,0.9997606076163327
299,26.0,0.9997589929635344
300,10.0,0.9997573728850966
301,17.0,0.9997557473810371
302,20.0,0.9997541164513737
303,32.0,0.9997524800961244
304,15.0,0.999750838315307
305,8.0,0.9997491911089395
306,12.0,0.99974753847704
307,22.0,0.9997458804196268
308,21.0,0.9997442169367177
309,30.0,0.9997425480283312
310,11.0,0.9997408736944857
311,30.0,0.9997391939351993
312,25.0,0.9997375087504906
313,19.0,0.9997358181403779
314,20.0,0.99973412210488
315,15.0,0.9997324206440154
316,53.0,0.9997307137578025
317,66.0,0.9997290014462605
318,16.0,0.9997272837094078
319,10.0,0.9997255605472634
320,13.0,0.999723831959846
321,35.0,0.9997220979471748
322,17.0,0.9997203585092688
323,23.0,0.9997186136461469
324,10.0,0.9997168633578283
325,15.0,0.9997151076443322
326,24.0,0.9997133465056781
327,36.0,0.9997115799418849
328,11.0,0.9997098079529723
329,20.0,0.9997080305389594
330,19.0,0.999706247699866
331,31.0,0.9997044594357116
332,23.0,0.9997026657465157
333,38.0,0.9997008666322981
334,11.0,0.9996990620930781
335,18.0,0.9996972521288762
336,21.0,0.9996954367397118
337,15.0,0.9996936159256049
338,12.0,0.9996917896865755
339,20.0,0.9996899580226435
340,12.0,0.999688120933829
341,33.0,0.9996862784201523
342,46.0,0.9996844304816336
343,15.0,0.999682577118293
344,11.0,0.9996807183301509
345,27.0,0.9996788541172279
346,17.0,0.999676984479544
347,59.0,0.9996751094171201
348,25.0,0.9996732289299766
349,10.0,0.999671343018134
350,18.0,0.9996694516816131
351,15.0,0.9996675549204348
352,32.0,0.9996656527346197
353,69.0,0.9996637451241889
354,48.0,0.9996618320891627
355,58.0,0.9996599136295629
356,48.0,0.99965798974541
357,15.0,0.9996560604367252
358,50.0,0.9996541257035298
359,30.0,0.9996521855458448
360,19.0,0.9996502399636917
361,15.0,0.9996482889570917
362,10.0,0.9996463325260663
363,19.0,0.9996443706706367
364,22.0,0.9996424033908247
365,9.0,0.9996404306866518
366,39.0,0.9996384525581397
367,13.0,0.9996364690053098
368,17.0,0.999634480028184
369,11.0,0.9996324856267844
370,12.0,0.9996304858011325
371,18.0,0.9996284805512503
372,22.0,0.99962646987716
373,12.0,0.9996244537788833
374,10.0,0.9996224322564428
375,27.0,0.9996204053098602
376,11.0,0.9996183729391579
377,50.0,0.9996163351443582
378,29.0,0.9996142919254835
379,13.0,0.999612243282556
380,50.0,0.9996101892155984
381,16.0,0.9996081297246331
382,10.0,0.9996060648096828
383,10.0,0.99960399447077
384,11.0,0.9996019187079176
385,27.0,0.9995998375211481
386,21.0,0.9995977509104845
387,20.0,0.9995956588759497
388,42.0,0.9995935614175665
389,23.0,0.999591458535358
390,18.0,0.9995893502293473
391,14.0,0.9995872364995573
392,48.0,0.9995851173460115
393,49.0,0.999582992768733
